OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM
EGFR,MUC1,Affinity Capture-Western
MDM2,CDH1,Affinity Capture-Western
CDH1,MDM2,Affinity Capture-Western
CDH1,MDM2,Reconstituted Complex
CTNNB1,HDAC7,Co-localization
HDAC7,CTNNB1,Affinity Capture-Western
CTNNB1,HDAC7,Affinity Capture-Western
HDAC7,CTNNB1,Affinity Capture-MS
HDAC7,YWHAE,Affinity Capture-MS
HDAC7,YWHAH,Affinity Capture-MS
HDAC7,YWHAZ,Affinity Capture-MS
HDAC7,YWHAE,Affinity Capture-Western
HDAC7,YWHAH,Affinity Capture-Western
HDAC7,YWHAZ,Affinity Capture-Western
CTNNB1,CDH5,Affinity Capture-Western
HIST1H3E,DNMT3A,Reconstituted Complex
HIST1H3E,DNMT3A,Far Western
BRCA1,BARD1,Two-hybrid
BRCA1,MYC,Two-hybrid
BRCA1,BRD7,Two-hybrid
BRD7,BRCA1,Affinity Capture-Western
BRD7,MYC,Affinity Capture-Western
BRCA1,BRD7,Affinity Capture-Western
BRCA1,MYC,Affinity Capture-Western
BRCA1,BRD7,Co-localization
POU2F1,BRD7,Co-localization
H3F3A,HIRA,Co-localization
HIST1H3A,PHF8,Reconstituted Complex
PHF8,WDR5,Affinity Capture-Western
PHF8,ASH2L,Affinity Capture-Western
PHF8,WDR5,Co-localization
PHF8,HIST1H3A,Biochemical Activity
EGFR,CBL,Affinity Capture-Western
RNF216,RIPK1,Affinity Capture-Western
RNF216,TIRAP,Affinity Capture-Western
TICAM1,RNF216,Affinity Capture-Western
TNFRSF1A,RIPK1,Affinity Capture-Western
RIPK1,RNF216,Affinity Capture-Western
RIPK1,HSP90AA1,Affinity Capture-Western
MDM2,MDM2,Co-crystal Structure
THAP3,HCFC1,Affinity Capture-MS
THAP3,OGT,Affinity Capture-MS
THAP3,HCFC1,Affinity Capture-Western
THAP3,OGT,Affinity Capture-Western
HCFC1,THAP3,Reconstituted Complex
THAP1,HCFC1,Two-hybrid
THAP1,HCFC1,Reconstituted Complex
THAP1,HCFC1,Affinity Capture-Western
THAP1,OGT,Affinity Capture-Western
HCFC1,THAP1,Affinity Capture-Western
HCFC1,OGT,Affinity Capture-Western
THAP3,HCFC1,Co-localization
HCFC1,THAP1,Co-localization
INO80,ACTN4,Affinity Capture-Western
INO80,ACTR5,Affinity Capture-Western
INO80,ACTB,Affinity Capture-Western
ACTN4,INO80,Reconstituted Complex
UBTF,ACTN4,Affinity Capture-Western
MYOD1,PBX1,Affinity Capture-MS
MYOD1,IFRD1,Affinity Capture-MS
MYOD1,ID1,Affinity Capture-MS
MYOD1,ELSPBP1,Affinity Capture-MS
MYOD1,SMARCA4,Affinity Capture-MS
MYOD1,PHB,Affinity Capture-MS
MYOD1,CBX1,Affinity Capture-MS
MYOD1,PRMT5,Affinity Capture-MS
MYOD1,CBFB,Affinity Capture-Western
MYOD1,RUNX1,Affinity Capture-Western
CBFB,MYOD1,Affinity Capture-Western
CBFB,RUNX1,Affinity Capture-Western
MYOD1,RUNX1,Reconstituted Complex
PADI4,HDAC2,Affinity Capture-Western
PADI4,TP53,Affinity Capture-Western
HDAC2,PADI4,Reconstituted Complex
PADI4,HDAC2,Reconstituted Complex
TP53,HDAC2,Reconstituted Complex
FOXO4,USP7,Affinity Capture-Western
FOXO3,USP7,Affinity Capture-Western
TP53,MDM2,Affinity Capture-Western
HDAC5,PKN2,Affinity Capture-MS
PKN1,HDAC5,Biochemical Activity
PKN2,HDAC5,Biochemical Activity
FOXP1,GATAD2B,Affinity Capture-Western
FOXP2,GATAD2B,Affinity Capture-Western
FOXP1,MTA1,Affinity Capture-Western
SIN3B,RNF220,Affinity Capture-Western
RNF220,SIN3B,Reconstituted Complex
RNF220,SIN3B,Biochemical Activity
DDB1,UBC,Affinity Capture-MS
DDB1,PCNA,Affinity Capture-MS
DDB1,CUL4B,Affinity Capture-MS
DDB1,TRPC4AP,Affinity Capture-MS
DDB1,DET1,Affinity Capture-MS
DDB1,DDA1,Affinity Capture-MS
DDB1,NEDD8,Affinity Capture-MS
DDB1,CRBN,Affinity Capture-MS
DDB1,COPS3,Affinity Capture-MS
DDB1,COPS4,Affinity Capture-MS
DDB1,COPS5,Affinity Capture-MS
DDB1,COPS2,Affinity Capture-MS
DDB1,COPS8,Affinity Capture-MS
DDB1,COPS7B,Affinity Capture-MS
DDB1,COPS7A,Affinity Capture-MS
DDB1,COPS6,Affinity Capture-MS
DDB1,CUL4A,Affinity Capture-MS
DDB1,DDB2,Affinity Capture-MS
DDB1,DCAF11,Affinity Capture-MS
DDB1,DCAF5,Affinity Capture-MS
DDB1,BRWD1,Affinity Capture-MS
DDB1,PHIP,Affinity Capture-MS
DDB1,DCAF6,Affinity Capture-MS
DDB1,DCAF12,Affinity Capture-MS
DDB1,DCAF10,Affinity Capture-MS
DDB1,DCAF4,Affinity Capture-MS
DDB1,WDTC1,Affinity Capture-MS
CUL4A,UBC,Affinity Capture-MS
CUL4A,PCNA,Affinity Capture-MS
CUL4A,CUL4B,Affinity Capture-MS
CUL4A,TRPC4AP,Affinity Capture-MS
CUL4A,DET1,Affinity Capture-MS
CUL4A,DDA1,Affinity Capture-MS
CUL4A,NEDD8,Affinity Capture-MS
CUL4A,CRBN,Affinity Capture-MS
CUL4A,COPS3,Affinity Capture-MS
CUL4A,COPS4,Affinity Capture-MS
CUL4A,COPS5,Affinity Capture-MS
CUL4A,COPS2,Affinity Capture-MS
CUL4A,COPS8,Affinity Capture-MS
CUL4A,COPS7B,Affinity Capture-MS
CUL4A,COPS7A,Affinity Capture-MS
CUL4A,COPS6,Affinity Capture-MS
CUL4A,DDB1,Affinity Capture-MS
CUL4A,DDB2,Affinity Capture-MS
CUL4A,DCAF11,Affinity Capture-MS
CUL4A,DCAF5,Affinity Capture-MS
CUL4A,BRWD1,Affinity Capture-MS
CUL4A,PHIP,Affinity Capture-MS
CUL4A,DCAF6,Affinity Capture-MS
CUL4A,DCAF12,Affinity Capture-MS
CUL4A,DCAF10,Affinity Capture-MS
CUL4A,DCAF4,Affinity Capture-MS
CUL4A,WDTC1,Affinity Capture-MS
CUL4A,CAND1,Affinity Capture-MS
DCAF11,DDB1,Reconstituted Complex
DCAF8,DDB1,Reconstituted Complex
HSPA4,PRKCB,Affinity Capture-Western
PRKCB,HSPA4,Reconstituted Complex
NASP,HIST1H3A,Reconstituted Complex
NASP,HIST1H4A,Reconstituted Complex
UBTF,TLE1,Affinity Capture-Western
RUNX2,TLE1,Affinity Capture-Western
TLE1,RUNX2,Co-localization
ZMIZ2,PIAS3,Two-hybrid
ZMIZ1,PIAS3,Two-hybrid
ZMIZ2,PIAS3,Affinity Capture-Western
PIAS3,ZMIZ2,Reconstituted Complex
PIAS3,ZMIZ2,Affinity Capture-Western
PIAS1,ZMIZ2,Affinity Capture-Western
PIAS4,ZMIZ2,Affinity Capture-Western
ATRX,SMC1A,Affinity Capture-Western
DNAJB6,HDAC4,Affinity Capture-Western
DNAJB6,HDAC6,Affinity Capture-Western
DNAJB6,SIRT2,Affinity Capture-Western
DNAJB8,HDAC4,Affinity Capture-Western
DNAJB8,HDAC6,Affinity Capture-Western
DNAJB8,SIRT2,Affinity Capture-Western
HDAC4,DNAJB8,Affinity Capture-Western
HDAC6,DNAJB8,Affinity Capture-Western
SIRT2,DNAJB8,Affinity Capture-Western
HDAC4,DNAJB6,Affinity Capture-Western
HDAC6,DNAJB6,Affinity Capture-Western
SIRT2,DNAJB6,Affinity Capture-Western
SIRT6,PRKDC,Affinity Capture-MS
SIRT6,XRCC5,Affinity Capture-MS
SIRT6,XRCC6,Affinity Capture-MS
SIRT6,PRKDC,Affinity Capture-Western
SIRT6,XRCC5,Affinity Capture-Western
SIRT6,XRCC6,Affinity Capture-Western
PRKDC,SIRT6,Co-localization
ERBB3,RPN1,PCA
ERBB3,EGR1,PCA
ERBB3,ZNF207,PCA
BCAP31,APP,PCA
HDAC1,FRA10F,Affinity Capture-Western
FRA10F,HDAC1,Affinity Capture-Western
FRA10F,HDAC1,Reconstituted Complex
CDKN1A,HDAC1,Reconstituted Complex
HDAC1,CDKN1A,Affinity Capture-Western
SMAD3,SMAD4,Affinity Capture-Western
CDK1,HMGB1,Biochemical Activity
CDK1,HMGB1,Reconstituted Complex
PRKACA,POU2F1,Biochemical Activity
EGFR,HDAC6,Affinity Capture-Western
HDAC6,EGFR,Co-fractionation
HDAC6,EEA1,Co-fractionation
HCFC1,UL9,Two-hybrid
HCFC1,UL30,Two-hybrid
HCFC1,UL52,Two-hybrid
HCFC1,UL9,Affinity Capture-Western
HCFC1,UL30,Affinity Capture-Western
HCFC1,UL52,Affinity Capture-Western
CDK1,CCNA1,Reconstituted Complex
TP53,SP1,Affinity Capture-Western
HCFC1,ASF1B,Two-hybrid
HCFC1,ASF1B,Affinity Capture-Western
AJUBA,RARA,Affinity Capture-Western
RARA,AJUBA,Affinity Capture-Western
RARA,AJUBA,Reconstituted Complex
AJUBA,RARG,Affinity Capture-Western
AJUBA,RXRG,Affinity Capture-Western
RARA,LIMD1,Affinity Capture-Western
RARA,WTIP,Affinity Capture-Western
AJUBA,RARA,Co-fractionation
KAT7,HIST1H4A,Biochemical Activity
HCFC1,SIN3A,Affinity Capture-Western
EZH2,JARID2,Affinity Capture-MS
EZH2,MTF2,Affinity Capture-MS
EZH2,JARID2,Affinity Capture-Western
EZH2,MTF2,Affinity Capture-Western
EZH2,SUZ12,Affinity Capture-MS
EZH2,RBBP4,Affinity Capture-MS
JARID2,EZH2,Affinity Capture-Western
JARID2,SUZ12,Affinity Capture-Western
MTF2,EZH2,Affinity Capture-Western
MTF2,SUZ12,Affinity Capture-Western
MTF2,JARID2,Affinity Capture-Western
JARID2,EZH2,Reconstituted Complex
ANXA2,STAT6,Two-hybrid
TP53,STAT6,Two-hybrid
ANXA2,STAT6,Affinity Capture-Western
STAT6,ANXA2,Affinity Capture-Western
ANXA2,STAT6,Reconstituted Complex
ANXA2,STAT6,Co-localization
ATF2,HDAC4,Affinity Capture-Western
HDAC4,ATF2,Affinity Capture-Western
CBX5,ATRX,Co-localization
ATRX,H3F3A,Affinity Capture-Western
ATRX,H3F3B,Affinity Capture-Western
MORC2,HDAC4,Co-localization
RAD51,MCPH1,Co-localization
BRCA2,MCPH1,Co-localization
CDKN1A,CDK2,Affinity Capture-Western
CDKN1A,CDK4,Affinity Capture-Western
CDKN1A,CDK6,Affinity Capture-Western
CDKN1A,MAPK8,Affinity Capture-Western
CDKN1A,JUN,Affinity Capture-Western
JUN,CDKN1A,Affinity Capture-Western
MAPK8,CDKN1A,Affinity Capture-Western
PPM1D,H2AFX,Biochemical Activity
KAT5,KAT5,Biochemical Activity
KAT5,SIRT1,Affinity Capture-Western
SIRT1,KAT5,Biochemical Activity
RUNX2,HDAC4,Affinity Capture-Western
HDAC4,RUNX2,Affinity Capture-Western
DAXX,PLAGL1,Two-hybrid
PLAGL1,DAXX,Reconstituted Complex
PML,PLAGL1,Reconstituted Complex
TP53,TAF6,Reconstituted Complex
TP53,TAF6,Affinity Capture-Western
TAF6,TP53,Affinity Capture-Western
MYB,KMT2A,Affinity Capture-Western
MYB,WDR5,Affinity Capture-Western
MYB,RBBP5,Affinity Capture-Western
MYB,ASH2L,Affinity Capture-Western
MYB,MEN1,Affinity Capture-Western
SMAD3,BMP7,Co-localization
ASH2L,CHD8,Co-localization
CHD8,WDR5,Reconstituted Complex
CHD8,ASH2L,Reconstituted Complex
CHD8,RBBP5,Reconstituted Complex
AIRE,MYBBP1A,Affinity Capture-MS
AIRE,NOP56,Affinity Capture-MS
AIRE,DDX5,Affinity Capture-MS
AIRE,DDX17,Affinity Capture-MS
AIRE,RUVBL2,Affinity Capture-MS
AIRE,TOP2A,Affinity Capture-MS
AIRE,PRKDC,Affinity Capture-MS
AIRE,SSRP1,Affinity Capture-MS
AIRE,PARP1,Affinity Capture-MS
AIRE,POLR2A,Affinity Capture-MS
AIRE,PCNA,Affinity Capture-MS
AIRE,POLR2B,Affinity Capture-MS
AIRE,MCM2,Affinity Capture-MS
AIRE,MCM5,Affinity Capture-MS
AIRE,MCM6,Affinity Capture-MS
AIRE,MSH6,Affinity Capture-MS
AIRE,HIST1H2AC,Affinity Capture-MS
AIRE,HIST1H2BO,Affinity Capture-MS
AIRE,MSH2,Affinity Capture-MS
AIRE,NASP,Affinity Capture-MS
AIRE,RAD21,Affinity Capture-MS
AIRE,SMC1A,Affinity Capture-MS
AIRE,SMC3,Affinity Capture-MS
AIRE,CHD6,Affinity Capture-MS
AIRE,TRIM28,Affinity Capture-MS
AIRE,LMNB1,Affinity Capture-MS
AIRE,KPNB1,Affinity Capture-MS
AIRE,XPO1,Affinity Capture-MS
AIRE,IPO7,Affinity Capture-MS
AIRE,XPOT,Affinity Capture-MS
AIRE,RANBP2,Affinity Capture-MS
AIRE,RANBP9,Affinity Capture-MS
AIRE,NUP93,Affinity Capture-MS
AIRE,SRSF3,Affinity Capture-MS
AIRE,SRSF1,Affinity Capture-MS
AIRE,PABPC1,Affinity Capture-MS
AIRE,SRSF2,Affinity Capture-MS
AIRE,SNRPD3,Affinity Capture-MS
AIRE,EFTUD2,Affinity Capture-MS
AIRE,SNRPB,Affinity Capture-MS
AIRE,GEMIN5,Affinity Capture-MS
PRKDC,AIRE,Affinity Capture-Western
SSRP1,AIRE,Affinity Capture-Western
TOP2A,AIRE,Affinity Capture-Western
LMNB1,AIRE,Affinity Capture-Western
NUP93,AIRE,Affinity Capture-Western
NASP,AIRE,Affinity Capture-Western
DDX5,AIRE,Affinity Capture-Western
SRSF2,AIRE,Affinity Capture-Western
MYBBP1A,AIRE,Affinity Capture-Western
TRIM28,AIRE,Affinity Capture-Western
RAD21,AIRE,Affinity Capture-Western
SMC1A,AIRE,Affinity Capture-Western
HIST1H3A,EHMT1,Co-crystal Structure
ACSM3,EHMT2,Co-crystal Structure
SASH1,SUV39H2,Co-crystal Structure
RANBP1,RAN,Affinity Capture-Western
SMARCA4,SMARCA2,Co-fractionation
SMARCA4,SMARCB1,Co-fractionation
SMARCA4,RB1,Co-fractionation
SMARCA4,NR3C1,Co-fractionation
SMARCA4,JUNB,Co-fractionation
SMARCA4,POLR2A,Co-fractionation
SMARCA4,LMNB1,Co-fractionation
TAF6,TAF12,Two-hybrid
STAT1,CREBBP,Affinity Capture-Western
CREBBP,STAT1,Reconstituted Complex
ORMDL3,SPTLC1,Affinity Capture-Western
GLI1,HDAC1,Affinity Capture-Western
HDAC1,GLI1,Affinity Capture-Western
HDAC2,GLI1,Affinity Capture-Western
HDAC1,GLI2,Affinity Capture-Western
KCTD11,HDAC1,Affinity Capture-Western
KCTD11,CUL3,Affinity Capture-Western
RELA,KDM2A,Affinity Capture-Western
RELA,NSD1,Affinity Capture-Western
KDM2A,RELA,Biochemical Activity
HDAC4,SENP1,Co-localization
HDAC2,MTA1,Co-localization
TP53,MTA1,Co-localization
MEN1,KMT2A,Co-localization
ASH2L,KMT2A,Co-localization
RBBP5,KMT2A,Co-localization
MRGBP,BRD8,Two-hybrid
MRGBP,BRD8,Affinity Capture-Western
BRD8,MRGBP,Affinity Capture-Western
CDC6,ATR,Reconstituted Complex
CDC6,ATM,Reconstituted Complex
CDC6,ATR,Affinity Capture-Western
CDC6,ATRIP,Reconstituted Complex
CDC6,atr,Reconstituted Complex
TBP,HMGB1,Reconstituted Complex
RAN,RCC1,Reconstituted Complex
RAN,RCC1,Co-fractionation
RAN,RANBP1,Co-fractionation
RPS6KA2,RPS6KA2,Biochemical Activity
RPS6KA2,JUN,Biochemical Activity
RPS6KA2,FOS,Biochemical Activity
RPA1,CCNA2,Reconstituted Complex
RBL1,CCNA2,Reconstituted Complex
CDKN1B,COPS5,Reconstituted Complex
COPS5,CDKN1B,Reconstituted Complex
CDKN1B,COPS5,Affinity Capture-Western
CREBBP,NCOA3,Reconstituted Complex
EP300,HDAC6,Affinity Capture-Western
HDAC6,EP300,Affinity Capture-Western
TSHZ1,APBB1,Reconstituted Complex
TSHZ2,APBB1,Reconstituted Complex
TSHZ3,APBB1,Reconstituted Complex
APBB1,TSHZ3,Affinity Capture-Western
APBB1,HDAC1,Affinity Capture-Western
SMARCA4,SRF,Affinity Capture-Western
SMARCA4,MYOCD,Affinity Capture-Western
SRF,SMARCA4,Affinity Capture-Western
SRF,MYOCD,Affinity Capture-Western
MYOCD,SMARCA4,Affinity Capture-Western
MYOCD,SRF,Affinity Capture-Western
MYOCD,SMARCA4,Reconstituted Complex
RARA,SKI,Affinity Capture-Western
SKI,HDAC3,Affinity Capture-Western
BNIP3,HDAC1,Affinity Capture-Western
SFPQ,SP1,Affinity Capture-Western
SFPQ,SP3,Affinity Capture-Western
SFPQ,HDAC1,Affinity Capture-Western
SFPQ,HDAC2,Affinity Capture-Western
SFPQ,SIN3A,Affinity Capture-Western
SFPQ,NR3C1,Affinity Capture-Western
SSX2,RNF2,Reconstituted Complex
KDM5B,CACNA1H,Affinity Capture-MS
KDM5B,CDC20,Affinity Capture-MS
KDM5B,PCNX,Affinity Capture-MS
KDM5B,SMARCC2,Affinity Capture-MS
KDM5B,DGKQ,Affinity Capture-MS
KDM5B,CACNA1A,Affinity Capture-MS
KDM5B,NR4A3,Affinity Capture-MS
KDM5B,BMP2K,Affinity Capture-MS
KDM5B,VGLL3,Affinity Capture-MS
KDM5B,CDX2,Affinity Capture-MS
KDM5B,CBX4,Affinity Capture-MS
KDM5B,SLITRK3,Affinity Capture-MS
KDM5B,AXIN2,Affinity Capture-MS
KDM5B,FOXC2,Affinity Capture-MS
KDM5B,ONECUT2,Affinity Capture-MS
KDM5B,MAF,Affinity Capture-MS
KDM5B,ELF4,Affinity Capture-MS
KDM5B,SLC39A6,Affinity Capture-MS
KDM5B,BRD4,Affinity Capture-MS
KDM5B,RNF43,Affinity Capture-MS
KDM5B,RBM15B,Affinity Capture-MS
KDM5B,PRDM13,Affinity Capture-MS
KDM5B,GTF2A1,Affinity Capture-MS
KDM5B,DBNL,Affinity Capture-MS
KDM5B,CECR6,Affinity Capture-MS
KDM5B,RHOBTB2,Affinity Capture-MS
KDM5B,TAF2,Affinity Capture-MS
KDM5B,SHOX2,Affinity Capture-MS
KDM5B,ARID1B,Affinity Capture-MS
KDM5B,HOXA1,Affinity Capture-MS
KDM5B,GRIN2B,Affinity Capture-MS
KDM5B,MEOX2,Affinity Capture-MS
KDM5B,CBX4,Affinity Capture-Western
KDM5B,CBX4,Reconstituted Complex
CBX4,KDM5B,Reconstituted Complex
CBX4,KDM5B,Affinity Capture-Western
SKP2,TOB1,Affinity Capture-Western
TOB1,SKP2,Affinity Capture-Western
DDB1,RFWD2,Affinity Capture-MS
DDB1,ERCC8,Affinity Capture-MS
DDB1,VPRBP,Affinity Capture-MS
DDB1,DTL,Affinity Capture-MS
DDB1,AMBRA1,Affinity Capture-MS
DDB1,DCAF4,Affinity Capture-MS
DDB1,DCAF5,Affinity Capture-MS
DDB1,DCAF6,Affinity Capture-MS
DDB1,DCAF7,Affinity Capture-MS
DDB1,DCAF8,Affinity Capture-MS
DDB1,WDTC1,Affinity Capture-MS
DDB1,DCAF10,Affinity Capture-MS
DDB1,DCAF11,Affinity Capture-MS
DDB1,DCAF12,Affinity Capture-MS
DDB1,DCAF13,Affinity Capture-MS
DDB1,PHIP,Affinity Capture-MS
DDB1,DCAF15,Affinity Capture-MS
DDB1,DCAF16,Affinity Capture-MS
DDB1,DCAF17,Affinity Capture-MS
DDB1,DET1,Affinity Capture-MS
DDB1,CUL4A,Affinity Capture-MS
DDB1,CUL4B,Affinity Capture-MS
DDB1,GPS1,Affinity Capture-MS
DDB1,COPS2,Affinity Capture-MS
DDB1,COPS3,Affinity Capture-MS
DDB1,COPS4,Affinity Capture-MS
DDB1,COPS5,Affinity Capture-MS
DDB1,COPS6,Affinity Capture-MS
DDB1,COPS7A,Affinity Capture-MS
DDB1,COPS7B,Affinity Capture-MS
DTL,DDB1,Affinity Capture-Western
VPRBP,DDB1,Affinity Capture-Western
DTL,DDB1,Affinity Capture-MS
DTL,CUL4B,Affinity Capture-MS
BCOR,PCGF1,Affinity Capture-MS
BCOR,KDM2B,Affinity Capture-MS
BCOR,HSPA4,Affinity Capture-MS
BCOR,RING1,Affinity Capture-MS
BCOR,RNF2,Affinity Capture-MS
BCOR,RYBP,Affinity Capture-MS
BCOR,SKP1,Affinity Capture-MS
PCGF1,BCOR,Affinity Capture-MS
PCGF1,KDM2B,Affinity Capture-MS
PCGF1,HSPA4,Affinity Capture-MS
PCGF1,RING1,Affinity Capture-MS
PCGF1,RNF2,Affinity Capture-MS
PCGF1,RYBP,Affinity Capture-MS
PCGF1,SKP1,Affinity Capture-MS
PCGF1,BCOR,Reconstituted Complex
BCOR,PCGF1,Affinity Capture-Western
PCGF1,RING1,Reconstituted Complex
PCGF1,RNF2,Reconstituted Complex
RYBP,RING1,Reconstituted Complex
RYBP,RNF2,Reconstituted Complex
RING1,RNF2,Reconstituted Complex
KDM2B,SKP1,Reconstituted Complex
KDM2B,BCOR,Affinity Capture-Western
CHEK2,MDM2,Biochemical Activity
USP7,MDM2,Affinity Capture-Western
MDM2,YWHAQ,Affinity Capture-Western
COPS5,TRAF2,Affinity Capture-Western
TRAF2,COPS5,Affinity Capture-Western
COPS5,TP53,Affinity Capture-Western
RFWD2,RFWD2,Biochemical Activity
RFWD2,TP53,Affinity Capture-Western
CBL,ITSN1,Far Western
ADRM1,UCHL5,Two-hybrid
ADRM1,UCHL5,Affinity Capture-Western
UCHL5,ADRM1,Affinity Capture-Western
UCHL5,ADRM1,Reconstituted Complex
USP2,UBC,Co-crystal Structure
TRIM11,MED15,Affinity Capture-MS
MED15,TRIM11,Affinity Capture-Western
TRIM11,MED15,Affinity Capture-Western
ITCH,JUN,Reconstituted Complex
TP53BP1,USP28,Affinity Capture-MS
TP53BP1,USP28,Affinity Capture-Western
USP28,TP53BP1,Affinity Capture-Western
USP28,CLSPN,Affinity Capture-Western
USP28,MDC1,Affinity Capture-Western
SLC6A3,NEDD4,Affinity Capture-Western
SLC6A3,EPS15,Affinity Capture-Western
SLC6A3,EPN1,Affinity Capture-Western
BTRC,CLSPN,Affinity Capture-Western
FBXW11,CLSPN,Affinity Capture-Western
CLSPN,PLK1,Affinity Capture-Western
PLK1,CLSPN,Affinity Capture-Western
BTRC,CLSPN,Affinity Capture-Western
ISG15,UBA7,Affinity Capture-MS
ISG15,RGS3,Affinity Capture-MS
ISG15,ERCC2,Affinity Capture-MS
ISG15,HSPA4,Affinity Capture-MS
ISG15,STK38,Affinity Capture-MS
ISG15,PPM1B,Affinity Capture-MS
ISG15,FUT4,Affinity Capture-MS
ISG15,ENO1,Affinity Capture-MS
HERC5,ERCC2,Reconstituted Complex
HERC5,STK38,Reconstituted Complex
HERC5,PITX2,Reconstituted Complex
TRIM25,ERCC2,Reconstituted Complex
TRIM25,STK38,Reconstituted Complex
TRIM25,PITX2,Reconstituted Complex
SKP2,CUL1,Affinity Capture-MS
SKP2,TRIM21,Affinity Capture-MS
SKP2,SKP1,Affinity Capture-MS
SKP2,TRIM21,Affinity Capture-Western
TRIM21,CUL1,Affinity Capture-Western
TRIM21,SKP2,Affinity Capture-Western
TRIM21,SKP1,Affinity Capture-Western
TRIM21,CUL1,Co-fractionation
TRIM21,SKP2,Co-fractionation
TRIM21,SKP1,Co-fractionation
FANCM,BLM,Affinity Capture-MS
FANCM,FANCA,Affinity Capture-MS
FANCM,C17orf70,Affinity Capture-MS
FANCM,RMI1,Affinity Capture-MS
FANCM,RPA1,Affinity Capture-MS
FANCM,FANCG,Affinity Capture-MS
FANCM,FANCE,Affinity Capture-MS
FANCM,FANCC,Affinity Capture-MS
FANCM,FANCF,Affinity Capture-MS
FANCM,RPA2,Affinity Capture-MS
FANCM,C19orf40,Affinity Capture-MS
FANCM,FANCA,Affinity Capture-Western
FANCM,C17orf70,Affinity Capture-Western
FANCM,FANCB,Affinity Capture-Western
FANCM,FANCG,Affinity Capture-Western
FANCM,FANCL,Affinity Capture-Western
FANCM,FANCF,Affinity Capture-Western
FANCM,C19orf40,Affinity Capture-Western
FANCA,C17orf70,Affinity Capture-Western
FANCA,FANCB,Affinity Capture-Western
FANCA,FANCG,Affinity Capture-Western
FANCA,FANCL,Affinity Capture-Western
FANCA,FANCF,Affinity Capture-Western
FANCA,C19orf40,Affinity Capture-Western
FANCA,FANCM,Affinity Capture-Western
HTT,STP2,Synthetic Growth Defect
HTT,PHM8,Synthetic Growth Defect
HTT,YHB1,Synthetic Growth Defect
HTT,RIM4,Synthetic Growth Defect
HTT,OAF3,Synthetic Growth Defect
HTT,PSP1,Synthetic Growth Defect
HTT,HLJ1,Synthetic Growth Defect
HTT,YOR292C,Synthetic Growth Defect
HTT,GDA1,Synthetic Growth Defect
SNCA,ARL3,Synthetic Growth Defect
SNCA,OPI3,Synthetic Growth Defect
SNCA,COG6,Synthetic Growth Defect
SNCA,PEX2,Synthetic Growth Defect
SNCA,VPS52,Synthetic Growth Defect
SNCA,TLG2,Synthetic Growth Defect
SNCA,VPS28,Synthetic Growth Defect
SNCA,YAT1,Synthetic Growth Defect
SNCA,SOD2,Synthetic Growth Defect
HTT,APJ1,Synthetic Growth Defect
HTT,APM2,Synthetic Growth Defect
HTT,AYR1,Synthetic Growth Defect
HTT,CIT2,Synthetic Growth Defect
HTT,CMK1,Synthetic Growth Defect
HTT,COS111,Synthetic Growth Defect
HTT,CPS1,Synthetic Growth Defect
HTT,DCG1,Synthetic Growth Defect
HTT,RRF1,Synthetic Growth Defect
HTT,FPR2,Synthetic Growth Defect
HTT,GLO2,Synthetic Growth Defect
HTT,GSH2,Synthetic Growth Defect
HTT,HLR1,Synthetic Growth Defect
HTT,HMS1,Synthetic Growth Defect
HTT,IPK1,Synthetic Growth Defect
HTT,KGD1,Synthetic Growth Defect
HTT,MSB1,Synthetic Growth Defect
HTT,MUP1,Synthetic Growth Defect
HTT,PRM5,Synthetic Growth Defect
HTT,SAM2,Synthetic Growth Defect
HTT,SAS3,Synthetic Growth Defect
HTT,SDT1,Synthetic Growth Defect
HTT,SIP18,Synthetic Growth Defect
HTT,SNG1,Synthetic Growth Defect
HTT,TEA1,Synthetic Growth Defect
HTT,TVP15,Synthetic Growth Defect
HTT,UBP13,Synthetic Growth Defect
HTT,VPS70,Synthetic Growth Defect
HTT,YRB30,Synthetic Growth Defect
HTT,MMS4,Synthetic Growth Defect
HTT,MTC4,Synthetic Growth Defect
HTT,YGR015C,Synthetic Growth Defect
HTT,YJR107W,Synthetic Growth Defect
HTT,YMR160W,Synthetic Growth Defect
HTT,YPL067C,Synthetic Growth Defect
SNCA,APE2,Synthetic Growth Defect
SNCA,ARO1,Synthetic Growth Defect
SNCA,CRH1,Synthetic Growth Defect
SNCA,ATG15,Synthetic Growth Defect
SNCA,DPP1,Synthetic Growth Defect
SNCA,FUN26,Synthetic Growth Defect
SNCA,GIP2,Synthetic Growth Defect
SNCA,GLO4,Synthetic Growth Defect
SNCA,GTT1,Synthetic Growth Defect
SNCA,HBS1,Synthetic Growth Defect
SNCA,HSP30,Synthetic Growth Defect
SNCA,INO4,Synthetic Growth Defect
SNCA,MAD1,Synthetic Growth Defect
SNCA,MAL31,Synthetic Growth Defect
SNCA,MEI4,Synthetic Growth Defect
SNCA,MET17,Synthetic Growth Defect
SNCA,MET32,Synthetic Growth Defect
SNCA,MSB3,Synthetic Growth Defect
SNCA,NBP2,Synthetic Growth Defect
SNCA,NIT2,Synthetic Growth Defect
SNCA,NUP53,Synthetic Growth Defect
SNCA,PCA1,Synthetic Growth Defect
SNCA,PHO13,Synthetic Growth Defect
SNCA,POX1,Synthetic Growth Defect
